ticket_number,customer_uuid,product_code,category_code,root_cause_code,ticket_status,priority,subject,created_date,channel,app_version,resolved_date,resolution_time_hours,customer_satisfaction_score
TKT-004212,0be29694-652e-4957-aae0-6f264fca946a,DS001,LOAN,RC006,In Progress,Medium,Issue with dSave Plus,2025-08-04,Email,v1.1,,,
TKT-004213,e0a0083b-3d78-445d-b79f-fa2fd4017a49,DS001,APP_CRASH,RC006,In Progress,High,Issue with dProtect Basic,2025-07-17,Phone,v1.1,,,
TKT-004214,2a653026-4196-42ef-a746-a5cb4221d548,DI002,ACCOUNT,RC007,Resolved,Critical,Issue with dProtect Plus,2025-07-30,App,v1.1,2025-08-01,39.11583597478394,4.0
TKT-004215,ee11679f-27ae-497a-bf94-5b41cec6f4e3,DIN001,TRANSFER,RC005,Closed,Low,Issue with dLoan Quick,2025-08-01,App,v1.1,2025-08-03,6.569029936439771,5.0
TKT-004216,735d1f3d-7d1d-452b-97a8-2e682b86dcf4,DL001,LOAN,RC003,Closed,Medium,Issue with dSave Premium,2025-07-24,App,v1.1,2025-07-26,18.11287580388536,1.0
TKT-004217,ed5c746f-d561-4f20-aa82-354721b34a4d,DL002,ACCOUNT,RC008,Closed,Low,Issue with dInvest Auto,2025-07-27,Web,v1.1,2025-07-27,34.25738901387367,5.0
TKT-004218,b1cfb7f8-a84f-4998-b7a7-be4a9667764f,DL001,ACCOUNT,RC004,Closed,Medium,Issue with dLoan Flexi,2025-07-19,Web,v1.1,2025-07-19,71.32270252909511,4.0
TKT-004219,99f1d29f-f7e2-4bea-81f3-fe3349ddb920,DIN002,APP_CRASH,RC006,Closed,Medium,Issue with dProtect Basic,2025-08-09,Web,v1.1,2025-08-11,67.61830624380447,4.0
TKT-004220,25730262-4c1d-4b8a-b6e4-1d64f386cd13,DIN001,LOGIN,RC003,In Progress,Medium,Issue with dSave Plus,2025-07-18,Email,v1.1,,,
TKT-004221,b7b58b6b-d1ed-4caa-8a50-eb5debfbddbf,DIN002,PAYMENT,RC006,Closed,Medium,Issue with dLoan Quick,2025-07-16,App,v1.1,2025-07-17,60.56077954714319,1.0
TKT-004222,98d470d7-df0d-4871-9e86-1ea4de641c67,DIN002,APP_CRASH,RC008,Closed,Medium,Issue with dLoan Quick,2025-08-07,Web,v1.1,2025-08-07,67.24308260450036,1.0
TKT-004223,17de4db8-b9eb-40a9-88cf-5e05140a4870,DL002,LOGIN,RC001,Closed,High,Issue with dProtect Plus,2025-08-11,Phone,v1.1,2025-08-13,53.61796869423263,2.0
TKT-004224,e598e5c2-80ac-4fb5-b9d0-5e2bc0249b51,DI001,APP_CRASH,RC008,Closed,Medium,Issue with dProtect Plus,2025-08-12,Email,v1.1,2025-08-13,62.47344248101752,5.0
TKT-004225,ca06050a-55a7-4a56-b8d9-65205c51418f,DI001,ACCOUNT,RC007,Closed,Low,Issue with dLoan Quick,2025-07-19,Web,v1.1,2025-07-20,64.73063466573292,2.0
TKT-004226,41f35e02-a88a-4e4a-8752-2136973edea3,DIN002,LOGIN,RC006,Resolved,Medium,Issue with dProtect Basic,2025-07-17,App,v1.1,2025-07-17,58.54347435646614,2.0
TKT-004227,cfecc191-184d-42df-8b6e-3ca9dd3be083,DL002,LOGIN,RC003,Open,Medium,Issue with dSave Plus,2025-07-18,App,v1.1,,,
TKT-004228,091ca4c7-d00a-450e-8d00-348b82bcb1ee,DL002,APP_CRASH,RC008,Resolved,Medium,Issue with dSave Plus,2025-08-08,Email,v1.1,2025-08-10,14.422784055512187,5.0
TKT-004229,cbe65093-d4c0-4eaf-8434-2eee58f5e511,DI002,PAYMENT,RC004,Resolved,Low,Issue with dInvest Pro,2025-08-04,Email,v1.1,2025-08-06,52.58118664981452,4.0
TKT-004230,63fa236a-c56f-4bdf-a1c6-57b2d1ec8c3e,DS001,APP_CRASH,RC004,Open,High,Issue with dProtect Basic,2025-08-06,Email,v1.1,,,
TKT-004231,32cad104-f4ee-4435-a88b-50b07a3ab64f,DI002,ACCOUNT,RC008,Resolved,Medium,Issue with dSave Plus,2025-07-29,Web,v1.1,2025-07-29,18.067044824016694,3.0
TKT-004232,9b58e20a-7c8d-4aef-b0a0-4e0b3a4d1f57,DIN001,LOAN,RC001,Closed,Medium,Issue with dInvest Auto,2025-07-17,Phone,v1.1,2025-07-19,50.462502733562914,1.0
TKT-004233,820ccc15-4474-438c-a9b4-bbe3805fbe65,DL002,TRANSFER,RC002,In Progress,Medium,Issue with dProtect Plus,2025-07-25,Phone,v1.1,,,
TKT-004234,d8861380-0fc0-4de2-9874-53994f605be5,DI002,LOGIN,RC005,Resolved,Medium,Issue with dInvest Pro,2025-07-14,Email,v1.1,2025-07-15,28.985923885488535,3.0
TKT-004235,db59d41b-0c7c-4d0f-a123-ded87f412243,DS002,TRANSFER,RC005,Open,Medium,Issue with dInvest Auto,2025-07-16,Email,v1.1,,,
TKT-004236,d6115cb2-ca76-481c-9179-c47104e01bc4,DL001,APP_CRASH,RC001,Resolved,Low,Issue with dInvest Pro,2025-08-02,App,v1.1,2025-08-04,3.7596467275957393,3.0
TKT-004237,70bf9d85-e2ab-459f-937c-0c47463aa689,DIN001,LOGIN,RC003,Resolved,Medium,Issue with dLoan Quick,2025-08-11,Web,v1.1,2025-08-13,31.719037902690232,2.0
TKT-004238,1e208b43-306b-4fc4-8288-35d69d45543d,DIN002,ACCOUNT,RC006,Open,Low,Issue with dLoan Quick,2025-07-30,Email,v1.1,,,
TKT-004239,cefd3e0e-04ba-4d63-b970-769c0c0222a2,DS001,APP_CRASH,RC004,Closed,Low,Issue with dSave Plus,2025-07-31,Phone,v1.1,2025-07-31,54.02378745842631,4.0
TKT-004240,eef3f243-bda7-4ff6-b334-37c457b6b3ff,DIN001,LOAN,RC008,In Progress,High,Issue with dLoan Flexi,2025-08-02,Web,v1.1,,,
TKT-004241,d6115cb2-ca76-481c-9179-c47104e01bc4,DIN001,PAYMENT,RC004,Resolved,Low,Issue with dProtect Plus,2025-07-27,App,v1.1,2025-07-27,41.17291217980597,5.0
TKT-004242,57e513c4-73ce-4f8f-a86e-8080fb903988,DS001,APP_CRASH,RC001,Resolved,Low,Issue with dProtect Basic,2025-07-26,Web,v1.1,2025-07-27,47.10723063565734,1.0
TKT-004243,8ff0f7e4-0cec-40c7-939a-4881d6b62aed,DI001,TRANSFER,RC002,Closed,Medium,Issue with dInvest Pro,2025-08-07,App,v1.1,2025-08-07,38.832171189964725,4.0
TKT-004244,6b7a7611-ec6e-4cf1-bd55-60b344ca37f6,DS002,LOAN,RC004,Closed,Medium,Issue with dSave Premium,2025-07-31,Phone,v1.1,2025-08-02,17.244905635654785,4.0
TKT-004245,7e2a7343-4a76-41da-8c66-3c65480c79f1,DI002,SAVING,RC001,Closed,Medium,Issue with dLoan Quick,2025-08-06,Email,v1.1,2025-08-06,43.10523548947499,3.0
TKT-004246,dae49289-52ee-470b-b59e-37a6515a6b02,DL001,ACCOUNT,RC008,In Progress,Medium,Issue with dLoan Flexi,2025-07-14,Web,v1.1,,,
TKT-004247,0aad73c3-1062-47d4-8420-3d4753f9933d,DS002,LOGIN,RC008,Closed,Medium,Issue with dLoan Flexi,2025-07-22,Web,v1.1,2025-07-24,25.602964612672498,5.0
TKT-004248,c969d209-f133-4792-a5f9-f11218f6e7d7,DIN002,TRANSFER,RC005,Closed,Medium,Issue with dSave Premium,2025-07-14,Email,v1.1,2025-07-15,25.941370388331023,4.0
TKT-004249,d857ca7e-3500-4bc9-83d2-c5af2c5a9d9c,DS002,TRANSFER,RC002,Closed,High,Issue with dLoan Flexi,2025-08-08,Email,v1.1,2025-08-09,71.30104513621595,3.0
TKT-004250,aad7e7d3-5ce1-422a-862f-b417d63c1eaf,DS002,ACCOUNT,RC008,Closed,High,Issue with dLoan Quick,2025-08-05,Web,v1.1,2025-08-07,26.71701419285353,1.0
TKT-004251,bde6e609-348f-48c3-bcbf-e5fce122714e,DI002,ACCOUNT,RC006,Closed,Low,Issue with dInvest Auto,2025-08-03,Web,v1.1,2025-08-03,29.760341632266293,4.0
TKT-004252,d8177147-b6fc-4b5b-b488-e7a471b949dc,DI001,APP_CRASH,RC003,In Progress,Medium,Issue with dInvest Pro,2025-07-26,Phone,v1.1,,,
TKT-004253,f97a822c-15e5-4a0f-9ff4-9f0a94350cb1,DIN002,TRANSFER,RC007,Resolved,Medium,Issue with dLoan Flexi,2025-08-02,Web,v1.1,2025-08-03,49.85365146187172,2.0
TKT-004254,e76048cf-deb1-495b-b3cb-70d339e9e1e5,DL001,LOAN,RC002,In Progress,Medium,Issue with dLoan Flexi,2025-07-18,Web,v1.1,,,
TKT-004255,c4291ce7-3a07-46a8-a6e9-405213dc5c8b,DIN002,TRANSFER,RC008,Closed,Low,Issue with dLoan Flexi,2025-07-23,App,v1.1,2025-07-24,23.04027385194763,1.0
TKT-004256,929351e5-657b-4e15-8463-6f6d7e0506b3,DL002,PAYMENT,RC008,Closed,Medium,Issue with dSave Plus,2025-08-07,Web,v1.1,2025-08-09,38.33313030499716,5.0
TKT-004257,b524eda5-bc02-4a46-bedf-e7670e45be5f,DS001,ACCOUNT,RC001,Resolved,Medium,Issue with dProtect Basic,2025-08-01,Email,v1.2,2025-08-02,7.718525485610136,5.0
TKT-004258,0e51bbc3-63f4-4b03-ba56-3acb8d6c2b3a,DIN001,LOAN,RC008,In Progress,Medium,Issue with dSave Plus,2025-07-15,Web,v1.1,,,
TKT-004259,ee53f5e7-8660-48cf-b4a4-56139fb8306c,DIN002,SAVING,RC005,Closed,Low,Issue with dProtect Plus,2025-08-03,Email,v1.1,2025-08-06,1.1910348736789307,4.0
TKT-004260,9685e93c-2f9f-45fc-b224-039f29264618,DS001,PAYMENT,RC005,Closed,Medium,Issue with dLoan Flexi,2025-07-23,App,v1.1,2025-07-25,44.764363217442465,1.0
TKT-004261,f738fee5-05ef-4f2d-850c-d8bd8ef69890,DIN001,APP_CRASH,RC006,Closed,Medium,Issue with dLoan Quick,2025-07-29,App,v1.1,2025-07-29,31.517666964082366,1.0
TKT-004262,e239220f-f916-428f-83c6-33e749feed54,DS001,PAYMENT,RC002,Closed,Medium,Issue with dSave Premium,2025-07-14,App,v1.1,2025-07-14,61.194697829301276,2.0
TKT-004263,358d6616-1336-41b5-8d5e-6dde4172f01c,DIN001,PAYMENT,RC004,Closed,Low,Issue with dProtect Basic,2025-07-19,Email,v1.2,2025-07-19,43.86088786745873,2.0
TKT-004264,376138ca-ee62-494f-a7ac-56853557687c,DL001,ACCOUNT,RC002,Resolved,Medium,Issue with dInvest Pro,2025-08-05,Web,v1.1,2025-08-07,14.448664868378,2.0
TKT-004265,60f628a3-6fd9-428f-9631-b85919b26dbd,DIN002,LOAN,RC006,Closed,Low,Issue with dInvest Auto,2025-07-20,Email,v1.1,2025-07-22,51.16113399357393,2.0
TKT-004266,b0e0de41-d6f0-469a-8c31-d850ee4e8cf1,DS002,SAVING,RC006,Closed,Low,Issue with dInvest Pro,2025-07-18,Web,v1.1,2025-07-20,30.53560888085014,2.0
TKT-004267,cc5bf4d1-a3a8-48da-9313-b649f1d7e2e8,DI002,LOAN,RC001,Closed,Medium,Issue with dLoan Quick,2025-08-10,Phone,v1.1,2025-08-11,56.46443848972261,1.0
TKT-004268,8dd810d5-d7ab-4de6-b0b6-87349d906fc8,DI002,ACCOUNT,RC005,Open,Medium,Issue with dSave Plus,2025-07-15,Phone,v1.1,,,
TKT-004269,4d664290-1b1b-4771-b40d-3731795df4e4,DS001,PAYMENT,RC002,Closed,High,Issue with dSave Premium,2025-07-17,App,v1.1,2025-07-18,3.0550524726087525,2.0
TKT-004270,2a593e33-c5f5-4912-86a2-afeb2696b86d,DS002,LOGIN,RC004,Open,Low,Issue with dSave Plus,2025-07-22,Phone,v1.1,,,
TKT-004271,a8145172-0674-4a74-953b-a6303cf58a1b,DIN002,ACCOUNT,RC008,In Progress,Medium,Issue with dProtect Plus,2025-07-21,App,v1.1,,,
TKT-004272,4b4a7cbc-d97b-45f9-84b8-6071dd4f7805,DIN001,LOGIN,RC001,Closed,Medium,Issue with dLoan Quick,2025-07-25,Web,v1.1,2025-07-25,14.681515089972567,3.0
TKT-004273,5ebc23bf-00e5-4baf-aeb0-6b1eea7eee0b,DS002,PAYMENT,RC005,Resolved,High,Issue with dProtect Plus,2025-08-10,Email,v1.1,2025-08-12,53.41828775118416,1.0
TKT-004274,d3233e73-3a9f-42f2-9f6a-28de7a49f42b,DL002,ACCOUNT,RC006,Closed,Medium,Issue with dLoan Flexi,2025-08-03,App,v1.1,2025-08-05,34.307080382969254,1.0
TKT-004275,dbf589ec-7445-41fc-9779-4ffd64f703a9,DI001,PAYMENT,RC004,Closed,Low,Issue with dLoan Flexi,2025-07-15,App,v1.1,2025-07-17,53.63734453121411,4.0
TKT-004276,944475e8-b20d-43fa-ae53-f5ee8689f559,DS001,ACCOUNT,RC003,Closed,Low,Issue with dLoan Flexi,2025-07-19,Email,v1.1,2025-07-21,68.06217743043683,3.0
TKT-004277,e7fd8630-4daf-4bea-a2a6-df25ff115e61,DI001,ACCOUNT,RC005,Closed,Medium,Issue with dProtect Plus,2025-08-04,Web,v1.1,2025-08-04,63.629055712245844,1.0
TKT-004278,afe1da31-03da-497e-a74c-baab8629185a,DI001,LOGIN,RC003,Closed,Medium,Issue with dInvest Auto,2025-07-22,Email,v1.1,2025-07-23,39.63337360725309,3.0
TKT-004279,7c2a9cff-bd7a-4e2b-befb-d1cb3bfd4d48,DIN001,APP_CRASH,RC004,Closed,High,Issue with dSave Premium,2025-07-20,Web,v1.1,2025-07-22,5.306651945687115,1.0
TKT-004280,6a07f213-7129-4ec7-9b69-554d7c54535f,DI002,PAYMENT,RC002,Closed,Low,Issue with dInvest Pro,2025-07-25,Email,v1.1,2025-07-26,36.12116992726719,5.0
TKT-004281,47ad3248-be37-46eb-872a-d504f4a2544d,DL002,SAVING,RC002,Resolved,Medium,Issue with dLoan Quick,2025-08-01,Email,v1.1,2025-08-02,62.76950510763928,4.0
TKT-004282,385be0f8-ba4b-4c79-9282-8e3c4db3d5ad,DS001,PAYMENT,RC007,Open,Low,Issue with dInvest Pro,2025-07-26,App,v1.1,,,
TKT-004283,9b4be78b-72ff-43c9-83c5-9889b5f81685,DS001,TRANSFER,RC008,Resolved,Medium,Issue with dProtect Plus,2025-08-01,Email,v1.1,2025-08-01,19.4179711471185,4.0
TKT-004284,35a4ee0b-c056-4bb2-a1ac-5e3fb6188448,DS002,APP_CRASH,RC002,Closed,High,Issue with dLoan Quick,2025-07-29,App,v1.1,2025-07-30,68.80951945558196,3.0
TKT-004285,10ccfaaf-dd5b-4ec5-8d8c-22db326ef12d,DIN002,APP_CRASH,RC007,Open,Low,Issue with dProtect Plus,2025-07-19,Phone,v1.1,,,
TKT-004286,7d6e41b0-a6ee-48c1-9d68-afc5d38439c6,DL002,APP_CRASH,RC007,Closed,Low,Issue with dSave Plus,2025-08-12,Phone,v1.1,2025-08-14,22.968989075328523,1.0
TKT-004287,b91360a0-4a21-4e13-ba48-36e85b6d0616,DIN001,PAYMENT,RC003,Open,Low,Issue with dLoan Flexi,2025-08-01,Phone,v1.1,,,
TKT-004288,1919bb43-34f5-4645-81ac-6b199edca4af,DL001,LOGIN,RC002,Closed,Medium,Issue with dProtect Plus,2025-07-26,Email,v1.1,2025-07-26,28.013036245626388,1.0
TKT-004289,cae389cf-3c51-498d-81cb-79721ae85f77,DIN001,TRANSFER,RC001,Resolved,Low,Issue with dProtect Plus,2025-07-14,Web,v1.1,2025-07-14,25.966750841792877,4.0
TKT-004290,c3aa492a-3911-4105-8678-4d78330c4f64,DS002,LOGIN,RC002,Resolved,Low,Issue with dInvest Auto,2025-07-17,Web,v1.1,2025-07-19,13.831816889989991,1.0
TKT-004291,840a5883-6954-41dd-a256-13edc4e4db93,DIN002,ACCOUNT,RC007,Closed,Medium,Issue with dInvest Pro,2025-08-02,Web,v1.1,2025-08-03,20.306952496002825,3.0
TKT-004292,f4b5a5e5-f595-4164-acfb-158696e26408,DS001,APP_CRASH,RC005,Closed,High,Issue with dSave Premium,2025-08-08,Email,v1.1,2025-08-10,66.66355339671391,4.0
TKT-004293,603f2414-6475-4e80-a75b-23daf7b19fbe,DIN002,ACCOUNT,RC001,In Progress,Medium,Issue with dLoan Quick,2025-07-29,Web,v1.1,,,
TKT-004294,5aa76bc5-03d3-4dc1-b1f0-feb7316a841d,DI002,LOGIN,RC003,Closed,Low,Issue with dLoan Flexi,2025-07-27,Phone,v1.1,2025-07-28,21.57912664857629,2.0
TKT-004295,952791de-cbab-47c4-bdf8-4657627cee09,DIN001,PAYMENT,RC001,Open,Medium,Issue with dProtect Basic,2025-07-16,Web,v1.1,,,
TKT-004296,11f6a49c-5876-4601-91e5-f816219bebad,DL001,ACCOUNT,RC002,Closed,Low,Issue with dProtect Basic,2025-08-04,Phone,v1.2,2025-08-04,52.69020380548535,1.0
TKT-004297,ae836438-a071-4452-9497-8f51af169a4d,DS001,TRANSFER,RC004,Open,Medium,Issue with dLoan Flexi,2025-07-21,App,v1.1,,,
TKT-004298,e44e9738-d948-4264-a0e4-ee04d7c7ecac,DL001,SAVING,RC008,Resolved,Medium,Issue with dSave Premium,2025-07-21,Email,v1.1,2025-07-24,49.96766304919947,2.0
TKT-004299,5114de6f-141c-4c3d-899f-d41b4ded21d1,DIN001,PAYMENT,RC005,Closed,Low,Issue with dInvest Auto,2025-08-04,App,v1.1,2025-08-04,40.570166292564785,3.0
TKT-004300,b70873e8-4158-42f0-a36e-a246e65a2536,DI002,ACCOUNT,RC006,Resolved,Low,Issue with dLoan Quick,2025-08-05,Web,v1.1,2025-08-06,31.140498881765737,1.0
TKT-004301,1b11ae43-201a-4eb0-9131-f63e981edcc2,DI002,APP_CRASH,RC007,Resolved,Low,Issue with dProtect Basic,2025-08-06,Web,v1.1,2025-08-07,23.38268446127853,3.0
TKT-004302,96d4890c-a0d6-4d4f-bb83-57480a0e17a0,DI002,TRANSFER,RC007,Closed,High,Issue with dSave Premium,2025-07-19,App,v1.1,2025-07-20,46.42441440609895,4.0
TKT-004303,bab83a42-8a44-406b-9b3c-836ddb86965e,DIN001,TRANSFER,RC001,Open,Medium,Issue with dSave Plus,2025-07-23,Web,v1.1,,,
TKT-004304,9ab933cf-3e3a-4d5a-bdb1-7ff39cb7d33b,DL002,APP_CRASH,RC002,Closed,Medium,Issue with dLoan Quick,2025-07-17,Web,v1.1,2025-07-18,13.499226793215021,5.0
TKT-004305,f0ede303-aa53-419c-9fa4-bb9f5a856750,DI001,ACCOUNT,RC001,Resolved,Medium,Issue with dInvest Auto,2025-07-17,Phone,v1.1,2025-07-17,64.39605000967313,5.0
TKT-004306,4defa5f7-da22-4f4c-a177-14cabfac0d0b,DS001,LOAN,RC008,Closed,Medium,Issue with dInvest Pro,2025-08-08,Web,v1.1,2025-08-09,62.56546921812014,4.0
TKT-004307,5a43a867-5f85-4934-a2b1-63743f89efec,DI002,APP_CRASH,RC002,Closed,Low,Issue with dSave Premium,2025-08-01,Phone,v1.1,2025-08-02,13.504701987699004,3.0
TKT-004308,832f2f67-3320-4444-bb3d-474950540458,DIN001,ACCOUNT,RC006,Resolved,Medium,Issue with dSave Premium,2025-07-31,Email,v1.1,2025-08-01,52.24842977959974,5.0
TKT-004309,ab0d811a-60c9-467d-a94c-e2bdaaa1ab89,DS002,SAVING,RC005,Open,Medium,Issue with dSave Plus,2025-08-01,Email,v1.1,,,
TKT-004310,6b8b03fc-bed9-4280-b1a0-199a62c147eb,DL001,PAYMENT,RC002,Closed,Medium,Issue with dLoan Flexi,2025-07-31,Email,v1.1,2025-08-01,52.90615310798391,5.0
TKT-004311,4fcf1b1c-8031-4984-8e53-cccfb3a3d7e0,DI001,LOAN,RC004,Closed,Low,Issue with dSave Plus,2025-08-06,Phone,v1.1,2025-08-07,41.001949966264135,3.0
TKT-004312,7312c703-3a0b-4786-a632-70e5cdb51472,DI001,APP_CRASH,RC003,Resolved,Medium,Issue with dLoan Quick,2025-08-03,Email,v1.2,2025-08-03,64.4285690913454,5.0
TKT-004313,d38bca4e-53fd-4674-87f7-66a9b0a95fc9,DI002,APP_CRASH,RC005,Open,Medium,Issue with dLoan Flexi,2025-08-11,Phone,v1.1,,,
TKT-004314,6d7322ee-7b7c-4762-a5f1-13ea7c002003,DIN001,LOAN,RC001,In Progress,Medium,Issue with dInvest Auto,2025-07-27,Email,v1.2,,,
TKT-004315,d496df9f-bb3b-4fc0-94c4-e197715273b0,DL002,ACCOUNT,RC007,Open,Medium,Issue with dLoan Quick,2025-07-29,Email,v1.1,,,
TKT-004316,027092f5-52cc-4092-be4d-31b17cc43920,DL002,APP_CRASH,RC008,Closed,Medium,Issue with dProtect Basic,2025-08-08,Email,v1.1,2025-08-09,18.092542158438327,4.0
TKT-004317,2f8e4bd9-322f-41ee-8311-c6d07e5c997c,DL002,TRANSFER,RC006,Resolved,Low,Issue with dInvest Auto,2025-07-25,Web,v1.1,2025-07-26,44.23220099246761,4.0
TKT-004318,b872de8f-6779-409d-9576-1d3d65c526f9,DIN002,LOGIN,RC008,Closed,High,Issue with dProtect Plus,2025-08-02,Web,v1.1,2025-08-03,70.8869714479606,1.0
TKT-004319,57773094-a9e6-4cd5-81f0-571e3b71f750,DIN002,ACCOUNT,RC007,Open,Medium,Issue with dSave Premium,2025-07-24,App,v1.1,,,
TKT-004320,87cf3141-7906-4337-aba1-d6b23f4cba26,DI001,SAVING,RC006,Closed,Medium,Issue with dSave Premium,2025-08-07,Web,v1.1,2025-08-09,35.1981391124614,4.0
TKT-004321,31752fda-20e2-4046-9c0c-18ccf11655de,DL002,LOGIN,RC008,Closed,Low,Issue with dProtect Plus,2025-07-27,Phone,v1.1,2025-07-27,0.954987007928058,5.0
TKT-004322,301d110f-1e0c-46eb-b09a-55a7f2898554,DL001,LOGIN,RC003,Closed,Medium,Issue with dLoan Quick,2025-07-14,Web,v1.1,2025-07-14,42.1425078689302,5.0
TKT-004323,88ba135e-bd3b-47eb-a952-94200ba4e32b,DI002,TRANSFER,RC003,In Progress,Medium,Issue with dInvest Pro,2025-08-07,Email,v1.1,,,
TKT-004324,27ed4307-2f39-47f8-a11e-6879b1cf618a,DI002,PAYMENT,RC004,Closed,Medium,Issue with dInvest Pro,2025-07-31,Web,v1.1,2025-07-31,46.63091934975371,2.0
TKT-004325,68003470-306f-42cc-8fb7-7b4c5822f625,DIN001,SAVING,RC002,Resolved,High,Issue with dLoan Flexi,2025-08-09,Email,v1.1,2025-08-10,60.06758694532196,2.0
TKT-004326,65a45d3c-7275-4f35-baa6-e21f47661659,DI002,LOGIN,RC007,Closed,Low,Issue with dSave Premium,2025-08-04,Email,v1.1,2025-08-05,68.89862398853074,3.0
TKT-004327,a43f683a-a431-41e4-8d56-5923c310d2a2,DI001,ACCOUNT,RC005,Resolved,Medium,Issue with dLoan Flexi,2025-08-12,App,v1.1,2025-08-13,49.83033506273311,3.0
TKT-004328,8c33c9b4-01b9-42ac-9aa5-5f2dd7b525c7,DIN001,PAYMENT,RC006,Resolved,High,Issue with dLoan Flexi,2025-07-17,Phone,v1.1,2025-07-17,71.95846357623383,4.0
TKT-004329,07a41412-dcc9-467a-8a39-8f24c9fe05e7,DIN001,LOGIN,RC008,In Progress,Medium,Issue with dProtect Basic,2025-08-01,App,v1.1,,,
TKT-004330,6005ce52-ceab-42ec-8577-66fd358d0e15,DIN002,ACCOUNT,RC006,In Progress,Low,Issue with dInvest Auto,2025-08-09,Web,v1.1,,,
TKT-004331,162c1517-5f48-4a79-991c-7e9cb3d03904,DL002,LOGIN,RC005,Resolved,Low,Issue with dLoan Quick,2025-07-14,App,v1.1,2025-07-15,64.53896896117381,3.0
TKT-004332,5fb8456f-0a23-4a83-b5c5-dd7d60211aef,DS002,PAYMENT,RC004,Closed,Medium,Issue with dLoan Quick,2025-07-15,Phone,v1.1,2025-07-16,61.99570190948254,1.0
TKT-004333,b91360a0-4a21-4e13-ba48-36e85b6d0616,DS002,LOAN,RC003,In Progress,Low,Issue with dSave Plus,2025-08-02,Web,v1.1,,,
TKT-004334,4063e418-7057-4f3c-ae5e-a3965b06a536,DI002,LOAN,RC005,Closed,Low,Issue with dInvest Pro,2025-08-09,Phone,v1.1,2025-08-11,69.61300427290624,1.0
TKT-004335,1919bb43-34f5-4645-81ac-6b199edca4af,DL001,ACCOUNT,RC002,Resolved,Medium,Issue with dInvest Auto,2025-07-23,Email,v1.1,2025-07-23,45.17596716350526,4.0
TKT-004336,2f44ec85-1777-483f-9acd-b9c612c13de7,DL002,LOGIN,RC007,In Progress,Medium,Issue with dInvest Pro,2025-08-12,Phone,v1.1,,,
TKT-004337,e1d25bcf-e1fd-4162-92bb-cd5b51cf2208,DL002,ACCOUNT,RC008,Resolved,Medium,Issue with dSave Plus,2025-07-17,App,v1.1,2025-07-17,16.762293846518464,1.0
TKT-004338,05f98b09-ce2e-401f-a194-409b5ffc15d0,DIN002,LOGIN,RC006,Resolved,Low,Issue with dProtect Plus,2025-07-31,Email,v1.2,2025-08-02,61.576591370668574,2.0
TKT-004339,ce3046bd-b1d2-4bf0-9741-85c8f0d237af,DS002,TRANSFER,RC008,Open,Medium,Issue with dProtect Plus,2025-08-08,Web,v1.1,,,
TKT-004340,5fc0e6ec-46c6-4b16-8ffb-68b90bd41747,DL002,APP_CRASH,RC002,Closed,Medium,Issue with dProtect Plus,2025-08-11,Web,v1.1,2025-08-12,25.23790688507353,1.0
TKT-004341,175c928b-da94-4440-8895-538f8026e6c2,DI001,LOGIN,RC006,Resolved,Medium,Issue with dLoan Quick,2025-07-14,Phone,v1.1,2025-07-16,45.424997650243434,3.0
TKT-004342,f72c1e7e-6cc0-441b-a73a-f0facc0cb8b9,DL001,PAYMENT,RC001,Resolved,Low,Issue with dInvest Pro,2025-07-14,Web,v1.1,2025-07-15,64.69912693668273,5.0
TKT-004343,92a0cc10-12e1-42cb-9c83-c74feebafb57,DL002,PAYMENT,RC005,Closed,Low,Issue with dInvest Pro,2025-07-27,Email,v1.1,2025-07-27,37.396638558764366,1.0
TKT-004344,c6c4ebff-d49a-4dd1-88bc-bfc9222f6e03,DI002,LOAN,RC004,Open,Low,Issue with dLoan Quick,2025-08-09,Web,v1.1,,,
TKT-004345,06f533f5-b607-43e5-80c3-2879b39907f7,DI002,LOAN,RC006,Resolved,Medium,Issue with dSave Plus,2025-08-04,Phone,v1.1,2025-08-06,60.937071447089785,3.0
TKT-004346,001fc4b2-8425-4122-98d0-d9d0e96d2358,DIN001,TRANSFER,RC001,Closed,Medium,Issue with dSave Premium,2025-07-31,Phone,v1.1,2025-08-02,64.606070335996,3.0
TKT-004347,1e781780-5229-45ab-95c6-e3c09b8c6dd8,DIN001,PAYMENT,RC008,Open,High,Issue with dSave Premium,2025-08-02,Email,v1.1,,,
TKT-004348,762909d2-76eb-42d2-86e9-4dae58684212,DIN002,LOGIN,RC004,Closed,High,Issue with dProtect Basic,2025-08-01,Web,v1.1,2025-08-03,64.52170038416709,4.0
TKT-004349,d5c97d5d-0e57-49ec-be1a-070fed83a4c8,DS002,APP_CRASH,RC004,Open,Medium,Issue with dProtect Plus,2025-07-14,App,v1.1,,,
TKT-004350,30d564d1-9533-46a1-8a7e-cad1656ff246,DIN001,ACCOUNT,RC002,Resolved,High,Issue with dProtect Basic,2025-07-18,App,v1.1,2025-07-18,67.87762173835085,2.0
TKT-004351,b0f6e4bd-0705-4e0d-a636-988abc294699,DI002,PAYMENT,RC008,In Progress,Medium,Issue with dSave Premium,2025-07-30,Web,v1.1,,,
TKT-004352,f610350b-76f5-4b65-b8cf-3f6ac129ce67,DIN002,TRANSFER,RC002,Closed,Low,Issue with dLoan Flexi,2025-08-02,Email,v1.1,2025-08-04,43.74251733610927,1.0
