date,year,quarter,month,month_name,week,day_of_month,day_of_week,day_name,is_weekend,is_holiday
2024-03-24,2024,1,3,March,12,24,6,Sunday,True,False
2024-03-25,2024,1,3,March,13,25,0,Monday,False,False
2024-03-26,2024,1,3,March,13,26,1,Tuesday,False,False
2024-03-27,2024,1,3,March,13,27,2,Wednesday,False,False
2024-03-28,2024,1,3,March,13,28,3,Thursday,False,False
2024-03-29,2024,1,3,March,13,29,4,Friday,False,False
2024-03-30,2024,1,3,March,13,30,5,Saturday,True,False
2024-03-31,2024,1,3,March,13,31,6,Sunday,True,False
2024-04-01,2024,2,4,April,14,1,0,Monday,False,False
2024-04-02,2024,2,4,April,14,2,1,Tuesday,False,False
2024-04-03,2024,2,4,April,14,3,2,Wednesday,False,False
2024-04-04,2024,2,4,April,14,4,3,Thursday,False,False
2024-04-05,2024,2,4,April,14,5,4,Friday,False,False
2024-04-06,2024,2,4,April,14,6,5,Saturday,True,False
2024-04-07,2024,2,4,April,14,7,6,Sunday,True,False
2024-04-08,2024,2,4,April,15,8,0,Monday,False,False
2024-04-09,2024,2,4,April,15,9,1,Tuesday,False,False
2024-04-10,2024,2,4,April,15,10,2,Wednesday,False,False
2024-04-11,2024,2,4,April,15,11,3,Thursday,False,False
2024-04-12,2024,2,4,April,15,12,4,Friday,False,False
2024-04-13,2024,2,4,April,15,13,5,Saturday,True,False
2024-04-14,2024,2,4,April,15,14,6,Sunday,True,False
2024-04-15,2024,2,4,April,16,15,0,Monday,False,False
2024-04-16,2024,2,4,April,16,16,1,Tuesday,False,False
2024-04-17,2024,2,4,April,16,17,2,Wednesday,False,False
2024-04-18,2024,2,4,April,16,18,3,Thursday,False,False
2024-04-19,2024,2,4,April,16,19,4,Friday,False,False
2024-04-20,2024,2,4,April,16,20,5,Saturday,True,False
2024-04-21,2024,2,4,April,16,21,6,Sunday,True,False
2024-04-22,2024,2,4,April,17,22,0,Monday,False,False
2024-04-23,2024,2,4,April,17,23,1,Tuesday,False,False
2024-04-24,2024,2,4,April,17,24,2,Wednesday,False,False
2024-04-25,2024,2,4,April,17,25,3,Thursday,False,False
2024-04-26,2024,2,4,April,17,26,4,Friday,False,False
2024-04-27,2024,2,4,April,17,27,5,Saturday,True,False
2024-04-28,2024,2,4,April,17,28,6,Sunday,True,False
2024-04-29,2024,2,4,April,18,29,0,Monday,False,False
2024-04-30,2024,2,4,April,18,30,1,Tuesday,False,False
2024-05-01,2024,2,5,May,18,1,2,Wednesday,False,False
2024-05-02,2024,2,5,May,18,2,3,Thursday,False,False
2024-05-03,2024,2,5,May,18,3,4,Friday,False,False
2024-05-04,2024,2,5,May,18,4,5,Saturday,True,False
2024-05-05,2024,2,5,May,18,5,6,Sunday,True,False
2024-05-06,2024,2,5,May,19,6,0,Monday,False,False
2024-05-07,2024,2,5,May,19,7,1,Tuesday,False,False
2024-05-08,2024,2,5,May,19,8,2,Wednesday,False,False
2024-05-09,2024,2,5,May,19,9,3,Thursday,False,False
2024-05-10,2024,2,5,May,19,10,4,Friday,False,False
2024-05-11,2024,2,5,May,19,11,5,Saturday,True,False
2024-05-12,2024,2,5,May,19,12,6,Sunday,True,False
2024-05-13,2024,2,5,May,20,13,0,Monday,False,False
2024-05-14,2024,2,5,May,20,14,1,Tuesday,False,False
2024-05-15,2024,2,5,May,20,15,2,Wednesday,False,False
2024-05-16,2024,2,5,May,20,16,3,Thursday,False,False
2024-05-17,2024,2,5,May,20,17,4,Friday,False,False
2024-05-18,2024,2,5,May,20,18,5,Saturday,True,False
2024-05-19,2024,2,5,May,20,19,6,Sunday,True,False
2024-05-20,2024,2,5,May,21,20,0,Monday,False,False
2024-05-21,2024,2,5,May,21,21,1,Tuesday,False,False
2024-05-22,2024,2,5,May,21,22,2,Wednesday,False,False
2024-05-23,2024,2,5,May,21,23,3,Thursday,False,False
2024-05-24,2024,2,5,May,21,24,4,Friday,False,False
2024-05-25,2024,2,5,May,21,25,5,Saturday,True,False
2024-05-26,2024,2,5,May,21,26,6,Sunday,True,False
2024-05-27,2024,2,5,May,22,27,0,Monday,False,False
2024-05-28,2024,2,5,May,22,28,1,Tuesday,False,False
2024-05-29,2024,2,5,May,22,29,2,Wednesday,False,False
2024-05-30,2024,2,5,May,22,30,3,Thursday,False,False
2024-05-31,2024,2,5,May,22,31,4,Friday,False,False
2024-06-01,2024,2,6,June,22,1,5,Saturday,True,False
2024-06-02,2024,2,6,June,22,2,6,Sunday,True,False
2024-06-03,2024,2,6,June,23,3,0,Monday,False,False
2024-06-04,2024,2,6,June,23,4,1,Tuesday,False,False
2024-06-05,2024,2,6,June,23,5,2,Wednesday,False,False
2024-06-06,2024,2,6,June,23,6,3,Thursday,False,False
2024-06-07,2024,2,6,June,23,7,4,Friday,False,False
2024-06-08,2024,2,6,June,23,8,5,Saturday,True,False
2024-06-09,2024,2,6,June,23,9,6,Sunday,True,False
2024-06-10,2024,2,6,June,24,10,0,Monday,False,False
2024-06-11,2024,2,6,June,24,11,1,Tuesday,False,False
2024-06-12,2024,2,6,June,24,12,2,Wednesday,False,False
2024-06-13,2024,2,6,June,24,13,3,Thursday,False,False
2024-06-14,2024,2,6,June,24,14,4,Friday,False,False
2024-06-15,2024,2,6,June,24,15,5,Saturday,True,False
2024-06-16,2024,2,6,June,24,16,6,Sunday,True,False
2024-06-17,2024,2,6,June,25,17,0,Monday,False,False
2024-06-18,2024,2,6,June,25,18,1,Tuesday,False,False
2024-06-19,2024,2,6,June,25,19,2,Wednesday,False,False
2024-06-20,2024,2,6,June,25,20,3,Thursday,False,False
2024-06-21,2024,2,6,June,25,21,4,Friday,False,False
2024-06-22,2024,2,6,June,25,22,5,Saturday,True,False
2024-06-23,2024,2,6,June,25,23,6,Sunday,True,False
2024-06-24,2024,2,6,June,26,24,0,Monday,False,False
2024-06-25,2024,2,6,June,26,25,1,Tuesday,False,False
2024-06-26,2024,2,6,June,26,26,2,Wednesday,False,False
2024-06-27,2024,2,6,June,26,27,3,Thursday,False,False
2024-06-28,2024,2,6,June,26,28,4,Friday,False,False
2024-06-29,2024,2,6,June,26,29,5,Saturday,True,False
2024-06-30,2024,2,6,June,26,30,6,Sunday,True,False
2024-07-01,2024,3,7,July,27,1,0,Monday,False,False
2024-07-02,2024,3,7,July,27,2,1,Tuesday,False,False
2024-07-03,2024,3,7,July,27,3,2,Wednesday,False,False
2024-07-04,2024,3,7,July,27,4,3,Thursday,False,False
2024-07-05,2024,3,7,July,27,5,4,Friday,False,False
2024-07-06,2024,3,7,July,27,6,5,Saturday,True,False
2024-07-07,2024,3,7,July,27,7,6,Sunday,True,False
2024-07-08,2024,3,7,July,28,8,0,Monday,False,False
2024-07-09,2024,3,7,July,28,9,1,Tuesday,False,False
2024-07-10,2024,3,7,July,28,10,2,Wednesday,False,False
2024-07-11,2024,3,7,July,28,11,3,Thursday,False,False
2024-07-12,2024,3,7,July,28,12,4,Friday,False,False
2024-07-13,2024,3,7,July,28,13,5,Saturday,True,False
2024-07-14,2024,3,7,July,28,14,6,Sunday,True,False
2024-07-15,2024,3,7,July,29,15,0,Monday,False,False
2024-07-16,2024,3,7,July,29,16,1,Tuesday,False,False
2024-07-17,2024,3,7,July,29,17,2,Wednesday,False,False
2024-07-18,2024,3,7,July,29,18,3,Thursday,False,False
2024-07-19,2024,3,7,July,29,19,4,Friday,False,False
2024-07-20,2024,3,7,July,29,20,5,Saturday,True,False
2024-07-21,2024,3,7,July,29,21,6,Sunday,True,False
2024-07-22,2024,3,7,July,30,22,0,Monday,False,False
2024-07-23,2024,3,7,July,30,23,1,Tuesday,False,False
2024-07-24,2024,3,7,July,30,24,2,Wednesday,False,False
2024-07-25,2024,3,7,July,30,25,3,Thursday,False,False
2024-07-26,2024,3,7,July,30,26,4,Friday,False,False
2024-07-27,2024,3,7,July,30,27,5,Saturday,True,False
2024-07-28,2024,3,7,July,30,28,6,Sunday,True,False
2024-07-29,2024,3,7,July,31,29,0,Monday,False,False
2024-07-30,2024,3,7,July,31,30,1,Tuesday,False,False
2024-07-31,2024,3,7,July,31,31,2,Wednesday,False,False
2024-08-01,2024,3,8,August,31,1,3,Thursday,False,False
2024-08-02,2024,3,8,August,31,2,4,Friday,False,False
2024-08-03,2024,3,8,August,31,3,5,Saturday,True,False
2024-08-04,2024,3,8,August,31,4,6,Sunday,True,False
2024-08-05,2024,3,8,August,32,5,0,Monday,False,False
2024-08-06,2024,3,8,August,32,6,1,Tuesday,False,False
2024-08-07,2024,3,8,August,32,7,2,Wednesday,False,False
2024-08-08,2024,3,8,August,32,8,3,Thursday,False,False
2024-08-09,2024,3,8,August,32,9,4,Friday,False,False
2024-08-10,2024,3,8,August,32,10,5,Saturday,True,False
2024-08-11,2024,3,8,August,32,11,6,Sunday,True,False
2024-08-12,2024,3,8,August,33,12,0,Monday,False,False
2024-08-13,2024,3,8,August,33,13,1,Tuesday,False,False
2024-08-14,2024,3,8,August,33,14,2,Wednesday,False,False
2024-08-15,2024,3,8,August,33,15,3,Thursday,False,False
2024-08-16,2024,3,8,August,33,16,4,Friday,False,False
2024-08-17,2024,3,8,August,33,17,5,Saturday,True,False
2024-08-18,2024,3,8,August,33,18,6,Sunday,True,False
2024-08-19,2024,3,8,August,34,19,0,Monday,False,False
2024-08-20,2024,3,8,August,34,20,1,Tuesday,False,False
2024-08-21,2024,3,8,August,34,21,2,Wednesday,False,False
2024-08-22,2024,3,8,August,34,22,3,Thursday,False,False
2024-08-23,2024,3,8,August,34,23,4,Friday,False,False
2024-08-24,2024,3,8,August,34,24,5,Saturday,True,False
2024-08-25,2024,3,8,August,34,25,6,Sunday,True,False
2024-08-26,2024,3,8,August,35,26,0,Monday,False,False
2024-08-27,2024,3,8,August,35,27,1,Tuesday,False,False
2024-08-28,2024,3,8,August,35,28,2,Wednesday,False,False
2024-08-29,2024,3,8,August,35,29,3,Thursday,False,False
2024-08-30,2024,3,8,August,35,30,4,Friday,False,False
2024-08-31,2024,3,8,August,35,31,5,Saturday,True,False
2024-09-01,2024,3,9,September,35,1,6,Sunday,True,False
2024-09-02,2024,3,9,September,36,2,0,Monday,False,False
2024-09-03,2024,3,9,September,36,3,1,Tuesday,False,False
2024-09-04,2024,3,9,September,36,4,2,Wednesday,False,False
2024-09-05,2024,3,9,September,36,5,3,Thursday,False,False
2024-09-06,2024,3,9,September,36,6,4,Friday,False,False
2024-09-07,2024,3,9,September,36,7,5,Saturday,True,False
2024-09-08,2024,3,9,September,36,8,6,Sunday,True,False
2024-09-09,2024,3,9,September,37,9,0,Monday,False,False
2024-09-10,2024,3,9,September,37,10,1,Tuesday,False,False
2024-09-11,2024,3,9,September,37,11,2,Wednesday,False,False
2024-09-12,2024,3,9,September,37,12,3,Thursday,False,False
2024-09-13,2024,3,9,September,37,13,4,Friday,False,False
2024-09-14,2024,3,9,September,37,14,5,Saturday,True,False
2024-09-15,2024,3,9,September,37,15,6,Sunday,True,False
2024-09-16,2024,3,9,September,38,16,0,Monday,False,False
2024-09-17,2024,3,9,September,38,17,1,Tuesday,False,False
2024-09-18,2024,3,9,September,38,18,2,Wednesday,False,False
2024-09-19,2024,3,9,September,38,19,3,Thursday,False,False
2024-09-20,2024,3,9,September,38,20,4,Friday,False,False
2024-09-21,2024,3,9,September,38,21,5,Saturday,True,False
2024-09-22,2024,3,9,September,38,22,6,Sunday,True,False
2024-09-23,2024,3,9,September,39,23,0,Monday,False,False
2024-09-24,2024,3,9,September,39,24,1,Tuesday,False,False
2024-09-25,2024,3,9,September,39,25,2,Wednesday,False,False
2024-09-26,2024,3,9,September,39,26,3,Thursday,False,False
2024-09-27,2024,3,9,September,39,27,4,Friday,False,False
2024-09-28,2024,3,9,September,39,28,5,Saturday,True,False
2024-09-29,2024,3,9,September,39,29,6,Sunday,True,False
2024-09-30,2024,3,9,September,40,30,0,Monday,False,False
2024-10-01,2024,4,10,October,40,1,1,Tuesday,False,False
2024-10-02,2024,4,10,October,40,2,2,Wednesday,False,False
2024-10-03,2024,4,10,October,40,3,3,Thursday,False,False
2024-10-04,2024,4,10,October,40,4,4,Friday,False,False
2024-10-05,2024,4,10,October,40,5,5,Saturday,True,False
2024-10-06,2024,4,10,October,40,6,6,Sunday,True,False
2024-10-07,2024,4,10,October,41,7,0,Monday,False,False
2024-10-08,2024,4,10,October,41,8,1,Tuesday,False,False
2024-10-09,2024,4,10,October,41,9,2,Wednesday,False,False
2024-10-10,2024,4,10,October,41,10,3,Thursday,False,False
2024-10-11,2024,4,10,October,41,11,4,Friday,False,False
2024-10-12,2024,4,10,October,41,12,5,Saturday,True,False
2024-10-13,2024,4,10,October,41,13,6,Sunday,True,False
2024-10-14,2024,4,10,October,42,14,0,Monday,False,False
2024-10-15,2024,4,10,October,42,15,1,Tuesday,False,False
2024-10-16,2024,4,10,October,42,16,2,Wednesday,False,False
2024-10-17,2024,4,10,October,42,17,3,Thursday,False,False
2024-10-18,2024,4,10,October,42,18,4,Friday,False,False
2024-10-19,2024,4,10,October,42,19,5,Saturday,True,False
2024-10-20,2024,4,10,October,42,20,6,Sunday,True,False
2024-10-21,2024,4,10,October,43,21,0,Monday,False,False
2024-10-22,2024,4,10,October,43,22,1,Tuesday,False,False
2024-10-23,2024,4,10,October,43,23,2,Wednesday,False,False
2024-10-24,2024,4,10,October,43,24,3,Thursday,False,False
2024-10-25,2024,4,10,October,43,25,4,Friday,False,False
2024-10-26,2024,4,10,October,43,26,5,Saturday,True,False
2024-10-27,2024,4,10,October,43,27,6,Sunday,True,False
2024-10-28,2024,4,10,October,44,28,0,Monday,False,False
2024-10-29,2024,4,10,October,44,29,1,Tuesday,False,False
2024-10-30,2024,4,10,October,44,30,2,Wednesday,False,False
2024-10-31,2024,4,10,October,44,31,3,Thursday,False,False
2024-11-01,2024,4,11,November,44,1,4,Friday,False,False
2024-11-02,2024,4,11,November,44,2,5,Saturday,True,False
2024-11-03,2024,4,11,November,44,3,6,Sunday,True,False
2024-11-04,2024,4,11,November,45,4,0,Monday,False,False
2024-11-05,2024,4,11,November,45,5,1,Tuesday,False,False
2024-11-06,2024,4,11,November,45,6,2,Wednesday,False,False
2024-11-07,2024,4,11,November,45,7,3,Thursday,False,False
2024-11-08,2024,4,11,November,45,8,4,Friday,False,False
2024-11-09,2024,4,11,November,45,9,5,Saturday,True,False
2024-11-10,2024,4,11,November,45,10,6,Sunday,True,False
2024-11-11,2024,4,11,November,46,11,0,Monday,False,False
2024-11-12,2024,4,11,November,46,12,1,Tuesday,False,False
2024-11-13,2024,4,11,November,46,13,2,Wednesday,False,False
2024-11-14,2024,4,11,November,46,14,3,Thursday,False,False
2024-11-15,2024,4,11,November,46,15,4,Friday,False,False
2024-11-16,2024,4,11,November,46,16,5,Saturday,True,False
2024-11-17,2024,4,11,November,46,17,6,Sunday,True,False
2024-11-18,2024,4,11,November,47,18,0,Monday,False,False
2024-11-19,2024,4,11,November,47,19,1,Tuesday,False,False
2024-11-20,2024,4,11,November,47,20,2,Wednesday,False,False
2024-11-21,2024,4,11,November,47,21,3,Thursday,False,False
2024-11-22,2024,4,11,November,47,22,4,Friday,False,False
2024-11-23,2024,4,11,November,47,23,5,Saturday,True,False
2024-11-24,2024,4,11,November,47,24,6,Sunday,True,False
2024-11-25,2024,4,11,November,48,25,0,Monday,False,False
2024-11-26,2024,4,11,November,48,26,1,Tuesday,False,False
2024-11-27,2024,4,11,November,48,27,2,Wednesday,False,False
2024-11-28,2024,4,11,November,48,28,3,Thursday,False,False
2024-11-29,2024,4,11,November,48,29,4,Friday,False,False
2024-11-30,2024,4,11,November,48,30,5,Saturday,True,False
2024-12-01,2024,4,12,December,48,1,6,Sunday,True,False
2024-12-02,2024,4,12,December,49,2,0,Monday,False,False
2024-12-03,2024,4,12,December,49,3,1,Tuesday,False,False
2024-12-04,2024,4,12,December,49,4,2,Wednesday,False,False
2024-12-05,2024,4,12,December,49,5,3,Thursday,False,False
2024-12-06,2024,4,12,December,49,6,4,Friday,False,False
2024-12-07,2024,4,12,December,49,7,5,Saturday,True,False
2024-12-08,2024,4,12,December,49,8,6,Sunday,True,False
2024-12-09,2024,4,12,December,50,9,0,Monday,False,False
2024-12-10,2024,4,12,December,50,10,1,Tuesday,False,False
2024-12-11,2024,4,12,December,50,11,2,Wednesday,False,False
2024-12-12,2024,4,12,December,50,12,3,Thursday,False,False
2024-12-13,2024,4,12,December,50,13,4,Friday,False,False
2024-12-14,2024,4,12,December,50,14,5,Saturday,True,False
2024-12-15,2024,4,12,December,50,15,6,Sunday,True,False
2024-12-16,2024,4,12,December,51,16,0,Monday,False,False
2024-12-17,2024,4,12,December,51,17,1,Tuesday,False,False
2024-12-18,2024,4,12,December,51,18,2,Wednesday,False,False
2024-12-19,2024,4,12,December,51,19,3,Thursday,False,False
2024-12-20,2024,4,12,December,51,20,4,Friday,False,False
2024-12-21,2024,4,12,December,51,21,5,Saturday,True,False
2024-12-22,2024,4,12,December,51,22,6,Sunday,True,False
2024-12-23,2024,4,12,December,52,23,0,Monday,False,False
2024-12-24,2024,4,12,December,52,24,1,Tuesday,False,False
2024-12-25,2024,4,12,December,52,25,2,Wednesday,False,False
2024-12-26,2024,4,12,December,52,26,3,Thursday,False,False
2024-12-27,2024,4,12,December,52,27,4,Friday,False,False
2024-12-28,2024,4,12,December,52,28,5,Saturday,True,False
2024-12-29,2024,4,12,December,52,29,6,Sunday,True,False
2024-12-30,2024,4,12,December,1,30,0,Monday,False,False
2024-12-31,2024,4,12,December,1,31,1,Tuesday,False,False
2025-01-01,2025,1,1,January,1,1,2,Wednesday,False,False
2025-01-02,2025,1,1,January,1,2,3,Thursday,False,False
2025-01-03,2025,1,1,January,1,3,4,Friday,False,False
2025-01-04,2025,1,1,January,1,4,5,Saturday,True,False
2025-01-05,2025,1,1,January,1,5,6,Sunday,True,False
2025-01-06,2025,1,1,January,2,6,0,Monday,False,False
2025-01-07,2025,1,1,January,2,7,1,Tuesday,False,False
2025-01-08,2025,1,1,January,2,8,2,Wednesday,False,False
2025-01-09,2025,1,1,January,2,9,3,Thursday,False,False
2025-01-10,2025,1,1,January,2,10,4,Friday,False,False
2025-01-11,2025,1,1,January,2,11,5,Saturday,True,False
2025-01-12,2025,1,1,January,2,12,6,Sunday,True,False
2025-01-13,2025,1,1,January,3,13,0,Monday,False,False
2025-01-14,2025,1,1,January,3,14,1,Tuesday,False,False
2025-01-15,2025,1,1,January,3,15,2,Wednesday,False,False
2025-01-16,2025,1,1,January,3,16,3,Thursday,False,False
2025-01-17,2025,1,1,January,3,17,4,Friday,False,False
2025-01-18,2025,1,1,January,3,18,5,Saturday,True,False
2025-01-19,2025,1,1,January,3,19,6,Sunday,True,False
2025-01-20,2025,1,1,January,4,20,0,Monday,False,False
2025-01-21,2025,1,1,January,4,21,1,Tuesday,False,False
2025-01-22,2025,1,1,January,4,22,2,Wednesday,False,False
2025-01-23,2025,1,1,January,4,23,3,Thursday,False,False
2025-01-24,2025,1,1,January,4,24,4,Friday,False,False
2025-01-25,2025,1,1,January,4,25,5,Saturday,True,False
2025-01-26,2025,1,1,January,4,26,6,Sunday,True,False
2025-01-27,2025,1,1,January,5,27,0,Monday,False,False
2025-01-28,2025,1,1,January,5,28,1,Tuesday,False,False
2025-01-29,2025,1,1,January,5,29,2,Wednesday,False,False
2025-01-30,2025,1,1,January,5,30,3,Thursday,False,False
2025-01-31,2025,1,1,January,5,31,4,Friday,False,False
2025-02-01,2025,1,2,February,5,1,5,Saturday,True,False
2025-02-02,2025,1,2,February,5,2,6,Sunday,True,False
2025-02-03,2025,1,2,February,6,3,0,Monday,False,False
2025-02-04,2025,1,2,February,6,4,1,Tuesday,False,False
2025-02-05,2025,1,2,February,6,5,2,Wednesday,False,False
2025-02-06,2025,1,2,February,6,6,3,Thursday,False,False
2025-02-07,2025,1,2,February,6,7,4,Friday,False,False
2025-02-08,2025,1,2,February,6,8,5,Saturday,True,False
2025-02-09,2025,1,2,February,6,9,6,Sunday,True,False
2025-02-10,2025,1,2,February,7,10,0,Monday,False,False
2025-02-11,2025,1,2,February,7,11,1,Tuesday,False,False
2025-02-12,2025,1,2,February,7,12,2,Wednesday,False,False
2025-02-13,2025,1,2,February,7,13,3,Thursday,False,False
2025-02-14,2025,1,2,February,7,14,4,Friday,False,False
2025-02-15,2025,1,2,February,7,15,5,Saturday,True,False
2025-02-16,2025,1,2,February,7,16,6,Sunday,True,False
2025-02-17,2025,1,2,February,8,17,0,Monday,False,False
2025-02-18,2025,1,2,February,8,18,1,Tuesday,False,False
2025-02-19,2025,1,2,February,8,19,2,Wednesday,False,False
2025-02-20,2025,1,2,February,8,20,3,Thursday,False,False
2025-02-21,2025,1,2,February,8,21,4,Friday,False,False
2025-02-22,2025,1,2,February,8,22,5,Saturday,True,False
2025-02-23,2025,1,2,February,8,23,6,Sunday,True,False
2025-02-24,2025,1,2,February,9,24,0,Monday,False,False
2025-02-25,2025,1,2,February,9,25,1,Tuesday,False,False
2025-02-26,2025,1,2,February,9,26,2,Wednesday,False,False
2025-02-27,2025,1,2,February,9,27,3,Thursday,False,False
2025-02-28,2025,1,2,February,9,28,4,Friday,False,False
2025-03-01,2025,1,3,March,9,1,5,Saturday,True,False
2025-03-02,2025,1,3,March,9,2,6,Sunday,True,False
2025-03-03,2025,1,3,March,10,3,0,Monday,False,False
2025-03-04,2025,1,3,March,10,4,1,Tuesday,False,False
2025-03-05,2025,1,3,March,10,5,2,Wednesday,False,False
2025-03-06,2025,1,3,March,10,6,3,Thursday,False,False
2025-03-07,2025,1,3,March,10,7,4,Friday,False,False
2025-03-08,2025,1,3,March,10,8,5,Saturday,True,False
2025-03-09,2025,1,3,March,10,9,6,Sunday,True,False
2025-03-10,2025,1,3,March,11,10,0,Monday,False,False
2025-03-11,2025,1,3,March,11,11,1,Tuesday,False,False
2025-03-12,2025,1,3,March,11,12,2,Wednesday,False,False
2025-03-13,2025,1,3,March,11,13,3,Thursday,False,False
2025-03-14,2025,1,3,March,11,14,4,Friday,False,False
2025-03-15,2025,1,3,March,11,15,5,Saturday,True,False
2025-03-16,2025,1,3,March,11,16,6,Sunday,True,False
2025-03-17,2025,1,3,March,12,17,0,Monday,False,False
2025-03-18,2025,1,3,March,12,18,1,Tuesday,False,False
2025-03-19,2025,1,3,March,12,19,2,Wednesday,False,False
2025-03-20,2025,1,3,March,12,20,3,Thursday,False,False
2025-03-21,2025,1,3,March,12,21,4,Friday,False,False
2025-03-22,2025,1,3,March,12,22,5,Saturday,True,False
2025-03-23,2025,1,3,March,12,23,6,Sunday,True,False
2025-03-24,2025,1,3,March,13,24,0,Monday,False,False
2025-03-25,2025,1,3,March,13,25,1,Tuesday,False,False
2025-03-26,2025,1,3,March,13,26,2,Wednesday,False,False
2025-03-27,2025,1,3,March,13,27,3,Thursday,False,False
2025-03-28,2025,1,3,March,13,28,4,Friday,False,False
2025-03-29,2025,1,3,March,13,29,5,Saturday,True,False
2025-03-30,2025,1,3,March,13,30,6,Sunday,True,False
2025-03-31,2025,1,3,March,14,31,0,Monday,False,False
2025-04-01,2025,2,4,April,14,1,1,Tuesday,False,False
2025-04-02,2025,2,4,April,14,2,2,Wednesday,False,False
2025-04-03,2025,2,4,April,14,3,3,Thursday,False,False
2025-04-04,2025,2,4,April,14,4,4,Friday,False,False
2025-04-05,2025,2,4,April,14,5,5,Saturday,True,False
2025-04-06,2025,2,4,April,14,6,6,Sunday,True,False
2025-04-07,2025,2,4,April,15,7,0,Monday,False,False
2025-04-08,2025,2,4,April,15,8,1,Tuesday,False,False
2025-04-09,2025,2,4,April,15,9,2,Wednesday,False,False
2025-04-10,2025,2,4,April,15,10,3,Thursday,False,False
2025-04-11,2025,2,4,April,15,11,4,Friday,False,False
2025-04-12,2025,2,4,April,15,12,5,Saturday,True,False
2025-04-13,2025,2,4,April,15,13,6,Sunday,True,False
2025-04-14,2025,2,4,April,16,14,0,Monday,False,False
2025-04-15,2025,2,4,April,16,15,1,Tuesday,False,False
2025-04-16,2025,2,4,April,16,16,2,Wednesday,False,False
2025-04-17,2025,2,4,April,16,17,3,Thursday,False,False
2025-04-18,2025,2,4,April,16,18,4,Friday,False,False
2025-04-19,2025,2,4,April,16,19,5,Saturday,True,False
2025-04-20,2025,2,4,April,16,20,6,Sunday,True,False
2025-04-21,2025,2,4,April,17,21,0,Monday,False,False
2025-04-22,2025,2,4,April,17,22,1,Tuesday,False,False
2025-04-23,2025,2,4,April,17,23,2,Wednesday,False,False
2025-04-24,2025,2,4,April,17,24,3,Thursday,False,False
2025-04-25,2025,2,4,April,17,25,4,Friday,False,False
2025-04-26,2025,2,4,April,17,26,5,Saturday,True,False
2025-04-27,2025,2,4,April,17,27,6,Sunday,True,False
2025-04-28,2025,2,4,April,18,28,0,Monday,False,False
2025-04-29,2025,2,4,April,18,29,1,Tuesday,False,False
2025-04-30,2025,2,4,April,18,30,2,Wednesday,False,False
2025-05-01,2025,2,5,May,18,1,3,Thursday,False,False
2025-05-02,2025,2,5,May,18,2,4,Friday,False,False
2025-05-03,2025,2,5,May,18,3,5,Saturday,True,False
2025-05-04,2025,2,5,May,18,4,6,Sunday,True,False
2025-05-05,2025,2,5,May,19,5,0,Monday,False,False
2025-05-06,2025,2,5,May,19,6,1,Tuesday,False,False
2025-05-07,2025,2,5,May,19,7,2,Wednesday,False,False
2025-05-08,2025,2,5,May,19,8,3,Thursday,False,False
2025-05-09,2025,2,5,May,19,9,4,Friday,False,False
2025-05-10,2025,2,5,May,19,10,5,Saturday,True,False
2025-05-11,2025,2,5,May,19,11,6,Sunday,True,False
2025-05-12,2025,2,5,May,20,12,0,Monday,False,False
2025-05-13,2025,2,5,May,20,13,1,Tuesday,False,False
2025-05-14,2025,2,5,May,20,14,2,Wednesday,False,False
2025-05-15,2025,2,5,May,20,15,3,Thursday,False,False
2025-05-16,2025,2,5,May,20,16,4,Friday,False,False
2025-05-17,2025,2,5,May,20,17,5,Saturday,True,False
2025-05-18,2025,2,5,May,20,18,6,Sunday,True,False
2025-05-19,2025,2,5,May,21,19,0,Monday,False,False
2025-05-20,2025,2,5,May,21,20,1,Tuesday,False,False
2025-05-21,2025,2,5,May,21,21,2,Wednesday,False,False
2025-05-22,2025,2,5,May,21,22,3,Thursday,False,False
2025-05-23,2025,2,5,May,21,23,4,Friday,False,False
2025-05-24,2025,2,5,May,21,24,5,Saturday,True,False
2025-05-25,2025,2,5,May,21,25,6,Sunday,True,False
2025-05-26,2025,2,5,May,22,26,0,Monday,False,False
2025-05-27,2025,2,5,May,22,27,1,Tuesday,False,False
2025-05-28,2025,2,5,May,22,28,2,Wednesday,False,False
2025-05-29,2025,2,5,May,22,29,3,Thursday,False,False
2025-05-30,2025,2,5,May,22,30,4,Friday,False,False
2025-05-31,2025,2,5,May,22,31,5,Saturday,True,False
2025-06-01,2025,2,6,June,22,1,6,Sunday,True,False
2025-06-02,2025,2,6,June,23,2,0,Monday,False,False
2025-06-03,2025,2,6,June,23,3,1,Tuesday,False,False
2025-06-04,2025,2,6,June,23,4,2,Wednesday,False,False
2025-06-05,2025,2,6,June,23,5,3,Thursday,False,False
2025-06-06,2025,2,6,June,23,6,4,Friday,False,False
2025-06-07,2025,2,6,June,23,7,5,Saturday,True,False
2025-06-08,2025,2,6,June,23,8,6,Sunday,True,False
2025-06-09,2025,2,6,June,24,9,0,Monday,False,False
2025-06-10,2025,2,6,June,24,10,1,Tuesday,False,False
2025-06-11,2025,2,6,June,24,11,2,Wednesday,False,False
2025-06-12,2025,2,6,June,24,12,3,Thursday,False,False
2025-06-13,2025,2,6,June,24,13,4,Friday,False,False
2025-06-14,2025,2,6,June,24,14,5,Saturday,True,False
2025-06-15,2025,2,6,June,24,15,6,Sunday,True,False
2025-06-16,2025,2,6,June,25,16,0,Monday,False,False
