customer_uuid,product_code,activation_date,status,balance,credit_limit,interest_rate
ced707d7-99bc-4f0c-85d7-9c0de3009c24,DI002,2025-06-18,Active,,,2.91
ced707d7-99bc-4f0c-85d7-9c0de3009c24,DI001,2023-11-22,Active,,,4.59
ab1f1716-8564-4e00-b57f-151970f03a1d,DI001,2024-03-08,Active,,,4.46
ab1f1716-8564-4e00-b57f-151970f03a1d,DL001,2025-06-06,Active,,201908.55,0.93
9714fcdb-bcc2-40de-aeac-3c46d20196cd,DIN001,2025-05-05,Active,,,1.43
9714fcdb-bcc2-40de-aeac-3c46d20196cd,DL002,2024-10-15,Inactive,,210026.48,3.92
9714fcdb-bcc2-40de-aeac-3c46d20196cd,DS002,2023-11-03,Active,365757.42,,3.21
57f479b5-b212-46ee-8210-63710260a123,DIN001,2024-02-16,Active,,,4.92
1420cdc9-6d01-4cff-bbf8-7ff07d754e26,DI002,2024-09-22,Active,,,1.57
1420cdc9-6d01-4cff-bbf8-7ff07d754e26,DL001,2024-06-02,Inactive,,45950.32,4.37
1420cdc9-6d01-4cff-bbf8-7ff07d754e26,DS001,2024-05-05,Active,42877.72,,2.0
6e9543a1-c8d0-4bce-9328-3d05a3ca4777,DIN001,2025-07-29,Active,,,2.72
840a20e6-6191-4d1f-829b-edbd988065de,DS002,2023-11-09,Active,450338.09,,1.75
840a20e6-6191-4d1f-829b-edbd988065de,DL001,2024-04-01,Active,,263054.41,3.33
52b9cd7b-e1b0-48e7-9821-c044ac50a7cb,DI001,2025-05-01,Active,,,0.8
52b9cd7b-e1b0-48e7-9821-c044ac50a7cb,DS002,2024-07-13,Active,429385.26,,1.97
52b9cd7b-e1b0-48e7-9821-c044ac50a7cb,DS001,2025-04-01,Active,162369.31,,3.2
400e373c-6506-4b5d-987f-b24f5db388ae,DS001,2024-08-09,Active,496111.77,,0.51
0fe9e5ca-a441-4c7e-8947-b4147a7f5ba2,DI002,2025-10-05,Active,,,2.82
0fe9e5ca-a441-4c7e-8947-b4147a7f5ba2,DI001,2024-06-30,Active,,,0.81
a9a0f0c8-14e6-49df-af46-e775e3324380,DIN001,2024-05-03,Active,,,3.52
a9a0f0c8-14e6-49df-af46-e775e3324380,DL001,2023-12-09,Inactive,,212416.11,4.53
a9a0f0c8-14e6-49df-af46-e775e3324380,DS002,2024-07-15,Active,131341.78,,0.86
4ab31110-d321-4a12-8f12-7dd2a7ca3918,DL002,2024-07-20,Inactive,,273901.53,2.78
4ab31110-d321-4a12-8f12-7dd2a7ca3918,DI001,2025-08-20,Active,,,2.73
4ab31110-d321-4a12-8f12-7dd2a7ca3918,DL001,2024-02-20,Active,,86594.94,2.38
44264a3a-453f-4d62-9b3c-5439033bd630,DI001,2024-05-26,Active,,,1.23
e6143d43-9c96-4733-9438-030c23aa7127,DIN002,2024-07-01,Active,,,1.35
e6143d43-9c96-4733-9438-030c23aa7127,DL002,2025-08-25,Active,,21897.97,0.86
e6143d43-9c96-4733-9438-030c23aa7127,DS002,2025-05-16,Active,350131.76,,4.51
a8679b48-eca9-4580-a55a-07f43c3e7602,DS002,2024-05-11,Active,417208.51,,1.56
a8679b48-eca9-4580-a55a-07f43c3e7602,DL002,2025-03-21,Active,,59873.75,3.72
53679ace-512d-472d-b616-5973d41897b5,DIN002,2025-03-07,Active,,,0.72
53679ace-512d-472d-b616-5973d41897b5,DS002,2025-06-06,Active,430930.44,,4.76
53679ace-512d-472d-b616-5973d41897b5,DI002,2025-05-05,Active,,,4.96
c5ebeade-fa18-4f64-9af2-ab687ba0d04e,DL002,2024-01-28,Active,,183164.4,0.58
c5ebeade-fa18-4f64-9af2-ab687ba0d04e,DL001,2024-09-10,Active,,85136.34,0.79
c5ebeade-fa18-4f64-9af2-ab687ba0d04e,DS002,2024-03-19,Active,253790.9,,0.58
569d2ec1-c879-47c0-947a-339f83bf4df5,DS001,2024-08-03,Active,201478.35,,2.11
1c611686-77ea-4314-a328-875cf9038b7b,DL001,2023-10-31,Inactive,,43965.91,3.9
05d5413a-8bc3-4a71-8d82-eddec19fb893,DI002,2024-09-22,Inactive,,,4.19
96b61049-280b-45c9-9f4a-763302ad069e,DI001,2023-12-21,Active,,,2.06
9726bdf1-3e7a-4ef8-ad20-bc88ec6d158f,DIN001,2024-11-21,Active,,,2.76
b8071c7c-b741-4bd0-84fe-f6309c569ea6,DL001,2024-11-23,Inactive,,169020.8,4.85
b8071c7c-b741-4bd0-84fe-f6309c569ea6,DI001,2024-12-25,Active,,,2.73
b8071c7c-b741-4bd0-84fe-f6309c569ea6,DL002,2024-09-05,Active,,193617.08,4.62
41490e62-d57f-41aa-80f6-bc21a54e70d3,DL002,2025-01-16,Active,,108975.46,3.62
41490e62-d57f-41aa-80f6-bc21a54e70d3,DI001,2024-05-07,Active,,,4.87
41490e62-d57f-41aa-80f6-bc21a54e70d3,DL001,2024-12-15,Active,,247866.49,4.66
4a2647ca-619c-4c01-bf69-b0c1c2ae2f8e,DL001,2025-03-22,Active,,153514.15,2.89
4a2647ca-619c-4c01-bf69-b0c1c2ae2f8e,DIN002,2024-04-16,Active,,,2.25
4a2647ca-619c-4c01-bf69-b0c1c2ae2f8e,DS002,2025-05-14,Inactive,469144.87,,4.17
76d88f1f-e41b-423b-bc73-e4a606238c5d,DIN001,2024-08-18,Active,,,3.7
76d88f1f-e41b-423b-bc73-e4a606238c5d,DS002,2024-05-26,Active,183692.55,,3.88
ec941abe-f497-4f38-a822-98ff874610e1,DIN002,2025-04-15,Active,,,0.84
2d8f6437-f8d1-41a3-a38b-4f82cea73064,DL001,2025-03-16,Active,,248654.05,4.76
73916a61-4719-422e-9920-a4cc7a53bfc6,DS002,2024-10-20,Inactive,36421.41,,2.9
73916a61-4719-422e-9920-a4cc7a53bfc6,DL001,2024-07-30,Inactive,,32123.75,2.93
22bd3388-6db9-4102-a48b-3dbe157d94a1,DS002,2025-02-12,Active,419982.82,,3.07
22bd3388-6db9-4102-a48b-3dbe157d94a1,DI001,2025-09-21,Inactive,,,0.75
22bd3388-6db9-4102-a48b-3dbe157d94a1,DL002,2023-11-22,Inactive,,88177.75,0.59
7ce24573-f8ef-489c-9e1b-69fa1072ec0a,DL002,2023-11-08,Active,,156060.31,2.56
7ce24573-f8ef-489c-9e1b-69fa1072ec0a,DIN002,2025-05-05,Inactive,,,3.28
7ce24573-f8ef-489c-9e1b-69fa1072ec0a,DS002,2025-05-05,Active,157197.81,,4.79
5a9d578a-2a0e-43b9-936f-58ea38b73e7f,DIN002,2024-12-31,Inactive,,,0.68
65223607-d98a-4541-ba6a-75c977dc03c7,DIN001,2024-02-01,Active,,,4.94
65223607-d98a-4541-ba6a-75c977dc03c7,DI002,2025-03-08,Active,,,1.82
c12d2d3a-35c7-4a74-8f53-460ab21aa55f,DS002,2024-02-19,Active,148107.97,,4.9
c12d2d3a-35c7-4a74-8f53-460ab21aa55f,DL001,2023-12-20,Active,,277094.16,3.41
fe54c3e7-6488-4740-afcd-2b3f01402372,DI001,2025-09-14,Active,,,2.95
fe54c3e7-6488-4740-afcd-2b3f01402372,DL001,2023-10-26,Active,,222827.39,0.91
16e85f12-b24b-442f-b9b7-3e9f57710715,DIN001,2024-10-20,Active,,,2.9
54d697a8-7bb7-4cd2-ac33-f5c1ccb8d6d6,DI001,2024-05-12,Active,,,2.61
54d697a8-7bb7-4cd2-ac33-f5c1ccb8d6d6,DS002,2025-04-17,Active,16614.54,,3.7
2e36f48c-3546-40d4-85e1-6f6dff4d1fd8,DS001,2024-12-15,Active,164749.52,,0.67
2e36f48c-3546-40d4-85e1-6f6dff4d1fd8,DI002,2025-04-21,Active,,,2.89
2e36f48c-3546-40d4-85e1-6f6dff4d1fd8,DIN001,2024-04-02,Active,,,0.8
db036d65-d387-4ee0-bc91-f98f4aabf204,DL001,2025-07-09,Active,,288085.79,1.18
db036d65-d387-4ee0-bc91-f98f4aabf204,DI002,2024-01-13,Active,,,3.36
db036d65-d387-4ee0-bc91-f98f4aabf204,DS001,2025-05-14,Active,392472.59,,0.91
43f6f5f7-ab2c-45f6-846e-74ff921c0d64,DI001,2025-02-15,Active,,,4.45
43f6f5f7-ab2c-45f6-846e-74ff921c0d64,DL002,2024-05-06,Active,,92450.69,2.03
43f6f5f7-ab2c-45f6-846e-74ff921c0d64,DS002,2023-12-20,Active,498054.63,,2.45
c650f636-faf4-48cc-82c1-c69eac2818cb,DL002,2024-03-12,Active,,184657.19,4.48
17de4db8-b9eb-40a9-88cf-5e05140a4870,DL002,2025-03-20,Active,,285238.67,4.82
bd24365c-6ea5-4ff9-9fdf-ed6ce1bd18fd,DS001,2025-04-12,Active,341343.89,,4.46
e7fddfde-eb1a-40a0-a48c-ed3b19e83b67,DI002,2025-03-29,Active,,,0.83
7dcba8f8-c960-4d84-aeae-b0022ddd2e33,DIN001,2023-12-13,Active,,,0.92
7dcba8f8-c960-4d84-aeae-b0022ddd2e33,DS001,2024-07-01,Active,467920.1,,1.01
9057b26d-48a6-4aca-b005-b234320a17c7,DI002,2025-02-22,Active,,,4.91
9057b26d-48a6-4aca-b005-b234320a17c7,DL002,2025-01-11,Active,,284993.36,4.86
9057b26d-48a6-4aca-b005-b234320a17c7,DIN002,2024-03-08,Inactive,,,1.36
ec35c552-9bc5-434a-8802-61413de4d7d3,DIN001,2025-07-25,Active,,,2.1
ec35c552-9bc5-434a-8802-61413de4d7d3,DL002,2025-08-23,Inactive,,259869.52,1.94
ec35c552-9bc5-434a-8802-61413de4d7d3,DL001,2024-03-21,Active,,27908.1,3.41
36d9d968-a7c9-4483-b627-4195d38262fb,DS001,2025-01-29,Active,299151.09,,1.03
b1014a8e-e197-4b8a-8489-c3911a4c7b4e,DIN002,2024-10-01,Inactive,,,4.25
b1014a8e-e197-4b8a-8489-c3911a4c7b4e,DS002,2024-09-03,Active,137090.78,,1.13
7f1afcd0-a4f1-46c6-893b-6ca1e91c1315,DS002,2024-08-17,Active,271698.14,,1.74
7f1afcd0-a4f1-46c6-893b-6ca1e91c1315,DI001,2025-08-19,Active,,,4.5
7f1afcd0-a4f1-46c6-893b-6ca1e91c1315,DIN002,2024-07-21,Active,,,3.95
4b405dc4-8fdc-4e54-8c50-c2f17aa46ffa,DI002,2024-12-05,Active,,,4.15
4b405dc4-8fdc-4e54-8c50-c2f17aa46ffa,DL002,2025-07-11,Active,,192763.78,4.19
4b405dc4-8fdc-4e54-8c50-c2f17aa46ffa,DS001,2024-07-29,Active,81508.9,,2.42
f9243c08-43cb-47e0-9373-1b1f9fb6d79b,DS002,2024-03-01,Active,368028.79,,3.19
f9243c08-43cb-47e0-9373-1b1f9fb6d79b,DL002,2025-07-22,Active,,62359.52,3.26
08ca5a76-68e6-43a6-bad0-482aabdde79c,DI002,2024-05-19,Active,,,4.77
ba48e0e8-8a45-43ab-b0a9-2ae05513af55,DL002,2025-04-17,Active,,141905.73,3.01
ba48e0e8-8a45-43ab-b0a9-2ae05513af55,DI001,2023-11-03,Active,,,2.43
ba48e0e8-8a45-43ab-b0a9-2ae05513af55,DIN001,2025-06-08,Active,,,1.87
33adfb46-c819-4ee5-8879-23a9be5a137d,DS001,2024-04-27,Active,412741.56,,3.71
33adfb46-c819-4ee5-8879-23a9be5a137d,DI002,2024-11-11,Active,,,1.52
9f0e4250-99d0-49c1-9dc5-e2d37455d52d,DI002,2024-08-17,Active,,,4.28
9f0e4250-99d0-49c1-9dc5-e2d37455d52d,DL002,2024-10-24,Active,,64952.0,4.76
1c84f34f-13a2-4c03-a14b-400fd87356e9,DI002,2024-10-09,Active,,,0.52
e66d7ce5-20d4-4fc8-83b2-0ef77d1188f0,DS002,2025-05-27,Active,67687.37,,1.09
0ed5d7e6-6ad4-4873-a2fa-7fd145ccb33f,DI002,2024-09-13,Active,,,4.59
92823ae2-e28c-4175-bb1a-3c582cbd1537,DL002,2024-09-24,Active,,15853.88,2.29
8f8f7034-7892-4cfd-aab9-3a9013f52435,DL001,2024-08-11,Inactive,,95071.83,3.98
f687df9e-d999-4911-9c3d-e33446f0460b,DL002,2024-05-15,Active,,60964.11,2.16
f687df9e-d999-4911-9c3d-e33446f0460b,DIN001,2025-03-07,Active,,,3.45
be72df16-a18c-407b-a5eb-bae2ca45202f,DI002,2025-06-23,Active,,,1.59
0d07708c-d108-4c35-bf71-b69e80fb4492,DIN002,2024-12-18,Active,,,3.9
b2dd46ab-7b1e-4aef-839b-dba60aa6b7df,DS001,2023-12-04,Active,100838.98,,3.58
b2dd46ab-7b1e-4aef-839b-dba60aa6b7df,DIN001,2024-01-30,Active,,,4.71
b2dd46ab-7b1e-4aef-839b-dba60aa6b7df,DI001,2025-02-27,Active,,,1.03
6a3990da-8e05-4add-a6f8-a5acc30dafb5,DS002,2025-05-18,Active,355759.05,,1.17
6a3990da-8e05-4add-a6f8-a5acc30dafb5,DS001,2025-04-13,Active,108931.91,,1.27
01196e6d-27f3-4b78-91f9-cd77ed850a6d,DI001,2024-09-10,Active,,,3.52
01196e6d-27f3-4b78-91f9-cd77ed850a6d,DL001,2024-03-07,Active,,277311.13,1.98
50fd4e49-b78a-4b23-8784-50845fd49145,DIN001,2024-09-09,Active,,,4.6
50fd4e49-b78a-4b23-8784-50845fd49145,DL002,2024-07-05,Active,,99548.09,3.93
0b76d6f7-1f02-46eb-a54c-f7b62af3d7cd,DL001,2025-10-11,Active,,189112.43,3.25
47a15fe3-03bb-4673-9276-5510425a8856,DIN001,2024-05-21,Active,,,2.55
213e4b50-5b52-41be-9ead-00700ef3161a,DIN002,2025-10-03,Active,,,3.65
9131a6ea-fb5f-4bc9-8243-22244aa04101,DIN001,2023-12-13,Active,,,1.5
fe8e9ffa-5ed8-4086-93f4-0994a1846d1e,DL001,2023-12-04,Active,,246646.64,4.06
87adf150-102b-4078-9164-75d824aea775,DI002,2024-06-24,Active,,,4.89
87adf150-102b-4078-9164-75d824aea775,DI001,2025-05-08,Active,,,2.59
456edb64-786f-421e-b67c-68a5050a24db,DI001,2024-05-25,Active,,,1.55
456edb64-786f-421e-b67c-68a5050a24db,DI002,2024-04-10,Active,,,4.73
456edb64-786f-421e-b67c-68a5050a24db,DL001,2023-10-16,Active,,87086.75,2.79
9cc89f74-a6fd-4393-a50e-649c4f87f93f,DS001,2024-01-15,Active,351451.71,,3.37
4113a8ca-97ef-4131-a395-6105b01c040a,DS001,2024-03-25,Active,184634.74,,1.9
4113a8ca-97ef-4131-a395-6105b01c040a,DIN002,2024-08-12,Active,,,3.7
f78da047-6030-49ca-b145-d155a6bcac76,DIN002,2023-11-21,Inactive,,,3.83
f78da047-6030-49ca-b145-d155a6bcac76,DIN001,2024-11-05,Active,,,1.18
f78da047-6030-49ca-b145-d155a6bcac76,DL001,2023-10-25,Active,,239373.67,3.33
2700260b-c2ce-46bd-8301-b3a6849b50bc,DS001,2025-10-05,Active,283482.21,,2.7
2700260b-c2ce-46bd-8301-b3a6849b50bc,DS002,2025-07-01,Active,346256.28,,1.75
2700260b-c2ce-46bd-8301-b3a6849b50bc,DI002,2025-09-22,Active,,,0.9
20d29168-9195-4d2f-8c37-4ff0ff868614,DL002,2023-11-21,Active,,268723.13,1.52
20d29168-9195-4d2f-8c37-4ff0ff868614,DIN002,2024-09-08,Active,,,4.36
20d29168-9195-4d2f-8c37-4ff0ff868614,DS001,2025-06-26,Active,421569.51,,1.55
31d9c5ca-abd2-41c2-9c25-940522a0a647,DI001,2024-12-31,Active,,,3.6
8849020d-3399-4612-ba65-8a40273a8ae3,DL002,2024-03-19,Active,,156670.95,4.0
8849020d-3399-4612-ba65-8a40273a8ae3,DI002,2024-09-14,Active,,,3.58
66761e92-8e96-4b5d-a240-99b1c8c3e552,DI002,2024-04-29,Active,,,2.45
66761e92-8e96-4b5d-a240-99b1c8c3e552,DIN002,2025-03-25,Active,,,2.32
66761e92-8e96-4b5d-a240-99b1c8c3e552,DS002,2025-02-18,Active,219493.17,,2.49
097913a0-e7d9-4c1b-a59c-aeed6c097204,DS001,2025-09-22,Inactive,498262.29,,3.74
097913a0-e7d9-4c1b-a59c-aeed6c097204,DL001,2024-06-14,Active,,93095.35,2.89
097913a0-e7d9-4c1b-a59c-aeed6c097204,DI001,2024-02-22,Active,,,1.68
4ee87764-46bb-4f6f-bfeb-7a568286a291,DIN002,2025-05-12,Active,,,3.41
37fbf9eb-cfa4-4050-bdfc-4c6cd40c049d,DS001,2025-09-23,Active,60405.47,,3.87
37fbf9eb-cfa4-4050-bdfc-4c6cd40c049d,DIN001,2025-01-31,Inactive,,,5.0
1cbfff38-820e-4e92-bd39-9fb60d099641,DI001,2024-05-03,Active,,,1.48
1cbfff38-820e-4e92-bd39-9fb60d099641,DL001,2024-05-29,Active,,94039.94,1.29
1cbfff38-820e-4e92-bd39-9fb60d099641,DIN001,2025-07-07,Active,,,1.49
f41e059c-e5a7-41ba-92f2-1edff569e1f6,DIN002,2025-01-25,Active,,,0.78
f41e059c-e5a7-41ba-92f2-1edff569e1f6,DS001,2025-01-03,Inactive,16328.34,,0.86
f41e059c-e5a7-41ba-92f2-1edff569e1f6,DS002,2024-03-31,Active,391636.9,,3.85
80472ccd-9599-4496-9d66-2dd3f97fe2fa,DIN001,2024-01-08,Active,,,4.5
80472ccd-9599-4496-9d66-2dd3f97fe2fa,DIN002,2024-07-11,Active,,,3.81
14d85a1f-c411-4f38-9d77-86c7394db449,DL002,2024-02-25,Active,,80534.74,1.61
14d85a1f-c411-4f38-9d77-86c7394db449,DI001,2024-02-29,Inactive,,,4.7
09fa900d-51f6-4614-b9b4-2e6e1f286a6b,DI002,2024-08-28,Active,,,4.2
09fa900d-51f6-4614-b9b4-2e6e1f286a6b,DS001,2024-03-04,Inactive,124856.44,,3.71
f76d379c-680b-4f20-bcbf-377a9e32cffb,DI002,2024-07-31,Active,,,3.76
f76d379c-680b-4f20-bcbf-377a9e32cffb,DL001,2024-02-01,Active,,225553.09,4.75
8e47bfe3-b98c-4d6d-bfaa-cc9f87fd018e,DS002,2024-10-10,Active,182788.98,,2.67
fbb7ce92-f2e3-4228-827c-30264fe28a28,DIN001,2025-02-18,Active,,,2.24
e6d76de0-0a9c-4ee6-8300-374137a9acce,DL001,2023-10-12,Active,,166467.48,2.88
b88eb7b3-9ee9-43e1-bde0-2493ae571d36,DS002,2025-01-11,Active,47100.79,,3.03
b88eb7b3-9ee9-43e1-bde0-2493ae571d36,DL001,2025-08-19,Active,,237334.81,1.21
2a2246c4-5977-4463-bf96-8f1f27aeac4c,DS002,2023-12-15,Active,299288.04,,4.44
49024fa7-a2d4-4388-9608-8534adefe12a,DS001,2025-09-28,Inactive,157030.96,,2.54
49024fa7-a2d4-4388-9608-8534adefe12a,DIN002,2024-01-19,Inactive,,,3.57
599b3cae-93d0-4513-ba04-5c437f97ebd8,DIN002,2025-05-24,Inactive,,,4.19
599b3cae-93d0-4513-ba04-5c437f97ebd8,DL001,2025-05-24,Active,,128264.47,4.87
599b3cae-93d0-4513-ba04-5c437f97ebd8,DL002,2024-05-01,Active,,123084.48,4.08
a3cf9be1-f913-4c67-a9f6-dd25467a2600,DS002,2025-06-01,Active,460265.71,,2.96
5c327ee5-d476-441f-bc12-230a57e7fc53,DL001,2024-11-15,Inactive,,59122.46,2.92
5c327ee5-d476-441f-bc12-230a57e7fc53,DS001,2023-10-26,Active,17787.53,,2.28
188e929b-833d-4710-b3d6-b4106662f081,DL002,2025-03-11,Active,,234878.62,4.74
cdaedb32-3126-4fae-bd03-ed4dfd3b615d,DIN002,2024-06-16,Active,,,2.52
cdaedb32-3126-4fae-bd03-ed4dfd3b615d,DL002,2025-03-01,Active,,212064.5,0.74
ecedb53d-fe46-45bb-90b6-93b83d58e046,DIN001,2025-01-01,Active,,,3.21
958c55ce-4194-414a-878b-0dfb06886280,DL002,2024-01-17,Active,,128968.24,2.48
b0a4bbc4-0681-4d36-a6a2-1349150ef6ec,DS002,2024-06-17,Inactive,62490.4,,3.44
7c842515-4e45-4b65-8c9f-3411da38590d,DL002,2024-09-18,Active,,71480.98,1.47
8809cda8-7274-47ad-9ce6-b1efca08f509,DI001,2025-06-19,Active,,,3.09
8809cda8-7274-47ad-9ce6-b1efca08f509,DIN002,2025-05-27,Active,,,0.93
8809cda8-7274-47ad-9ce6-b1efca08f509,DL001,2023-12-14,Active,,195505.18,4.79
a1d59b57-d052-40b6-b7d5-6cfc1a533b3a,DS002,2025-08-16,Inactive,481166.17,,3.07
a1d59b57-d052-40b6-b7d5-6cfc1a533b3a,DIN001,2024-07-17,Active,,,1.65
f68a6338-fd3c-44e3-9ab6-d603ffb7e2f0,DS001,2024-12-18,Inactive,419073.26,,1.63
f68a6338-fd3c-44e3-9ab6-d603ffb7e2f0,DL002,2024-10-15,Active,,56432.84,2.81
f68a6338-fd3c-44e3-9ab6-d603ffb7e2f0,DI002,2024-08-17,Active,,,1.67
9f6a5367-08aa-4780-b77f-dc1deb430996,DI001,2024-09-26,Active,,,1.89
15a498cd-7802-46d4-bdf0-57d7ae157197,DIN002,2024-11-19,Active,,,2.5
15a498cd-7802-46d4-bdf0-57d7ae157197,DS001,2024-08-10,Active,435775.71,,3.87
15a498cd-7802-46d4-bdf0-57d7ae157197,DS002,2025-07-24,Active,128318.48,,1.4
b6b4dcbc-cb90-4072-92f5-efb51db090a5,DL002,2025-02-08,Active,,52304.67,1.08
b6b4dcbc-cb90-4072-92f5-efb51db090a5,DIN001,2024-03-28,Active,,,2.21
b6b4dcbc-cb90-4072-92f5-efb51db090a5,DS002,2025-01-28,Inactive,160517.7,,3.29
0c2ee100-5fad-4680-bfe5-167f02cc561e,DS001,2024-07-06,Active,93323.61,,0.75
c596fab7-76b9-4472-b470-724cf9f6b641,DL001,2023-12-11,Active,,185733.58,3.73
f21299df-1235-4153-a1dc-d935318cbb18,DIN002,2025-09-28,Active,,,2.44
f21299df-1235-4153-a1dc-d935318cbb18,DS002,2024-07-17,Active,453122.75,,0.62
ba0c6c23-8d0d-497a-bca6-652c769a9847,DI001,2024-06-24,Active,,,2.05
ba0c6c23-8d0d-497a-bca6-652c769a9847,DIN001,2024-10-10,Active,,,3.49
ba0c6c23-8d0d-497a-bca6-652c769a9847,DL001,2025-06-24,Active,,38628.55,0.89
e025cb28-8cec-4175-8340-efbd3cc291e5,DIN001,2024-03-19,Active,,,2.34
e025cb28-8cec-4175-8340-efbd3cc291e5,DL001,2025-04-14,Active,,123413.98,0.63
b8b32bad-3a35-4a4f-8502-01ee77e9873b,DIN001,2023-10-21,Active,,,3.99
b8b32bad-3a35-4a4f-8502-01ee77e9873b,DIN002,2025-06-17,Inactive,,,2.19
86944f10-8ac2-4947-beae-7e0da820010f,DIN001,2024-11-05,Active,,,1.64
33321ce0-f69c-4e70-9b87-4cf83537f34b,DIN002,2025-08-22,Active,,,2.62
33321ce0-f69c-4e70-9b87-4cf83537f34b,DI002,2025-07-08,Active,,,3.37
9f1a7077-f82c-4d42-a9ef-531905572a24,DL001,2025-02-25,Active,,286394.77,4.11
9f1a7077-f82c-4d42-a9ef-531905572a24,DL002,2025-03-10,Active,,285809.92,1.5
791e331b-2683-4675-ae0c-a10955463ee8,DL001,2024-06-16,Active,,298563.76,1.74
791e331b-2683-4675-ae0c-a10955463ee8,DL002,2025-09-05,Inactive,,251931.38,2.49
0b2e0c5f-4574-4407-9dab-14c178e0b9b8,DIN001,2024-11-05,Active,,,1.74
0b2e0c5f-4574-4407-9dab-14c178e0b9b8,DI002,2024-05-15,Active,,,3.2
66aed15d-2ab7-4b10-9e72-ac23fe66f861,DI002,2023-10-15,Active,,,3.1
66aed15d-2ab7-4b10-9e72-ac23fe66f861,DS001,2025-05-07,Inactive,370508.69,,2.76
a8e8cace-eda4-4b6d-843c-0c71d7e0b9ac,DIN002,2025-04-13,Active,,,3.45
a8e8cace-eda4-4b6d-843c-0c71d7e0b9ac,DS001,2024-02-16,Active,406741.46,,3.85
a8e8cace-eda4-4b6d-843c-0c71d7e0b9ac,DL001,2023-11-28,Active,,163018.9,3.96
47c82cff-9977-48e8-b7a2-f99f55a58e63,DL002,2025-09-30,Active,,122703.41,4.3
47c82cff-9977-48e8-b7a2-f99f55a58e63,DIN002,2025-06-30,Active,,,3.42
47c82cff-9977-48e8-b7a2-f99f55a58e63,DS002,2024-12-12,Active,169636.25,,1.03
d7f7c07f-6a24-465a-91b9-4d7f17aa2ba4,DL002,2024-11-21,Active,,29685.8,3.2
d7f7c07f-6a24-465a-91b9-4d7f17aa2ba4,DIN002,2024-01-22,Active,,,4.09
d7f7c07f-6a24-465a-91b9-4d7f17aa2ba4,DS002,2025-01-05,Active,494466.95,,1.73
4b697814-f2be-4394-b834-b8765dda365b,DIN002,2024-06-18,Active,,,0.96
990a8521-3d42-47b1-9668-d075a7bdfb01,DIN002,2024-02-27,Inactive,,,3.44
990a8521-3d42-47b1-9668-d075a7bdfb01,DIN001,2023-11-21,Active,,,4.76
2b222ec3-fdab-469d-b2ac-911345393f21,DL001,2025-08-29,Active,,253081.23,4.77
2b222ec3-fdab-469d-b2ac-911345393f21,DS001,2025-04-18,Active,466330.82,,0.65
10ac6b96-330f-4c12-bdfc-3668f9a18822,DI002,2024-06-02,Active,,,3.21
138a12a1-18c6-462c-a079-0fa55f2da8e0,DS001,2025-09-12,Active,149626.38,,3.76
138a12a1-18c6-462c-a079-0fa55f2da8e0,DS002,2025-07-06,Active,21034.15,,0.98
c3902e9c-e40e-4ef4-8d91-795882388c9f,DL001,2025-06-12,Active,,126445.17,2.17
c3902e9c-e40e-4ef4-8d91-795882388c9f,DIN001,2025-08-10,Active,,,3.05
c3902e9c-e40e-4ef4-8d91-795882388c9f,DI001,2025-10-02,Active,,,1.56
09da3542-653d-4df1-bec4-9d167029409a,DIN001,2025-07-25,Active,,,3.82
09da3542-653d-4df1-bec4-9d167029409a,DL001,2025-01-22,Active,,126505.22,1.73
09da3542-653d-4df1-bec4-9d167029409a,DS002,2024-05-14,Inactive,194178.75,,4.48
7aa1b328-0f30-4bf8-81bc-09decc1d8c22,DI001,2024-03-14,Active,,,4.17
7aa1b328-0f30-4bf8-81bc-09decc1d8c22,DL002,2025-06-14,Active,,193936.13,1.86
7aa1b328-0f30-4bf8-81bc-09decc1d8c22,DI002,2023-11-25,Inactive,,,1.95
733f4ae0-7bd1-4d83-9b78-376bdfd1d149,DS001,2024-06-24,Inactive,67834.86,,2.2
733f4ae0-7bd1-4d83-9b78-376bdfd1d149,DL002,2024-03-21,Active,,154150.29,1.35
733f4ae0-7bd1-4d83-9b78-376bdfd1d149,DI001,2024-04-27,Active,,,3.63
f47bc25b-0fe4-4c25-ba76-7b8b16af3442,DI001,2025-06-04,Active,,,4.47
f47bc25b-0fe4-4c25-ba76-7b8b16af3442,DS001,2024-07-26,Active,46669.51,,1.72
5db80603-0c39-462e-b892-f16ad1df9b98,DIN002,2025-04-12,Active,,,0.58
f57248b7-154c-4574-ae0f-db86b8eefca6,DI002,2025-03-27,Active,,,3.41
60ec9352-a299-4c38-8941-538644bc807d,DS002,2025-05-13,Active,262671.36,,3.22
60ec9352-a299-4c38-8941-538644bc807d,DI002,2025-08-03,Active,,,4.45
214193f1-dc69-46f4-8f87-6d3348bcae76,DL002,2024-12-15,Active,,84694.49,2.6
214193f1-dc69-46f4-8f87-6d3348bcae76,DIN001,2025-06-09,Active,,,2.51
214193f1-dc69-46f4-8f87-6d3348bcae76,DIN002,2023-11-08,Active,,,2.56
9622005f-b00b-41a8-9d9f-3fc523f94d96,DL002,2025-03-08,Active,,109097.48,1.37
2012cfaf-a87a-46fe-bbc5-745d408ae6e1,DI002,2025-02-25,Active,,,2.06
2012cfaf-a87a-46fe-bbc5-745d408ae6e1,DIN002,2024-09-13,Active,,,4.95
2012cfaf-a87a-46fe-bbc5-745d408ae6e1,DS001,2025-01-17,Active,453502.83,,3.8
